"Time","# Players","Told To Move","Games Played","Avg. Payoff","Energy Given","Births","Movements Made","No Space To Move","Deaths"
"521","5000","0","1889","0.84","2817","0","362","391","0"
"522","5000","0","1913","0.84","2825","0","346","392","0"
"523","5000","0","1899","0.84","2800","0","353","392","0"
"524","5000","0","1913","0.82","2803","1","362","393","1"
"525","5000","0","1894","0.85","2869","0","346","393","0"
"526","5000","0","1902","0.86","2888","1","374","393","1"
"527","5000","0","1894","0.84","2741","0","361","393","0"
"528","5000","0","1900","0.86","2875","1","367","393","1"
"529","5000","0","1881","0.83","2798","2","347","393","2"
"530","5000","0","1905","0.84","2876","0","339","397","0"
"531","5000","0","1907","0.84","2845","0","359","398","0"
"532","5000","0","1872","0.84","2774","0","340","398","0"
"533","5000","0","1888","0.87","2928","0","368","398","0"
"534","5000","0","1908","0.86","2868","0","350","398","0"
"535","5000","0","1903","0.86","2845","0","353","401","0"
"536","5000","0","1908","0.84","2832","0","370","401","0"
"537","5000","0","1890","0.85","2851","0","318","401","0"
"538","5000","0","1888","0.85","2869","2","354","402","2"
"539","5000","0","1906","0.84","2841","0","348","403","0"
"540","5000","0","1893","0.84","2846","1","361","403","1"
"541","5000","0","1910","0.85","2850","0","359","403","0"
"542","5000","0","1894","0.84","2875","1","379","404","1"
"543","5000","0","1888","0.88","2908","1","354","406","1"
"544","5000","0","1900","0.83","2845","0","363","407","0"
"545","5000","0","1911","0.83","2818","1","353","408","1"
"546","5000","0","1915","0.84","2899","1","379","408","1"
"547","5000","0","1924","0.84","2864","0","357","408","0"
"548","5000","0","1921","0.83","2827","1","351","408","1"
"549","5000","0","1896","0.85","2822","0","333","408","0"
"550","5000","0","1882","0.84","2822","0","341","408","0"
"551","5000","0","1888","0.83","2744","0","370","408","0"
"552","5000","0","1899","0.85","2901","0","355","408","0"
"553","5000","0","1904","0.87","2904","0","331","408","0"
"554","5000","0","1904","0.84","2823","1","365","408","1"
"555","5000","0","1921","0.81","2784","1","339","408","1"
"556","5000","0","1889","0.82","2737","1","367","409","1"
"557","5000","0","1908","0.86","2865","0","362","409","0"
"558","5000","0","1923","0.83","2875","2","353","409","2"
"559","5000","0","1902","0.84","2788","0","370","409","0"
"560","5000","0","1894","0.84","2858","1","332","411","1"
"561","5000","0","1906","0.81","2783","2","353","412","2"
"562","5000","0","1898","0.85","2888","0","351","412","0"
"563","5000","0","1901","0.84","2859","0","350","413","0"
"564","5000","0","1897","0.82","2780","1","344","414","1"
"565","5000","0","1882","0.84","2812","1","359","416","1"
"566","5000","0","1907","0.83","2777","1","340","416","1"
"567","5000","0","1915","0.83","2811","0","327","416","0"
"568","5000","0","1899","0.8","2719","1","356","416","1"
"569","5000","0","1909","0.85","2878","3","318","416","3"
"570","5000","0","1890","0.84","2840","2","339","416","2"
"571","5000","0","1886","0.83","2800","0","350","416","0"
"572","5000","0","1890","0.85","2849","0","348","418","0"
"573","5000","0","1905","0.84","2834","2","341","418","2"
"574","5000","0","1884","0.81","2728","0","332","418","0"
"575","5000","0","1910","0.84","2850","0","344","419","0"
"576","5000","0","1921","0.82","2719","0","348","420","0"
"577","5000","0","1920","0.82","2807","3","331","420","3"
"578","5000","0","1914","0.8","2713","0","362","421","0"
"579","5000","0","1912","0.8","2785","0","352","421","0"
"580","5000","0","1903","0.84","2833","0","334","421","0"
"581","5000","0","1901","0.84","2832","1","357","421","1"
"582","5000","0","1911","0.82","2736","0","356","421","0"
"583","5000","0","1920","0.82","2793","1","311","421","1"
"584","5000","0","1924","0.84","2874","0","350","421","0"
"585","5000","0","1917","0.82","2799","0","340","421","0"
"586","5000","0","1893","0.83","2784","0","349","421","0"
"587","5000","0","1915","0.84","2799","1","323","421","1"
"588","5000","0","1907","0.81","2714","1","337","421","1"
"589","5000","0","1907","0.81","2702","0","328","421","0"
"590","5000","0","1904","0.83","2772","0","340","421","0"
"591","5000","0","1895","0.82","2729","1","319","422","1"
"592","5000","0","1893","0.83","2748","0","368","422","0"
"593","5000","0","1901","0.81","2744","0","367","422","0"
"594","5000","0","1903","0.84","2851","0","354","423","0"
"595","4999","0","1900","0.83","2759","0","325","425","1"
"596","5000","0","1887","0.83","2743","1","310","425","0"
"597","5000","0","1907","0.8","2704","0","365","425","0"
"598","5000","0","1868","0.8","2667","0","385","426","0"
"599","5000","0","1888","0.83","2766","2","347","426","2"
"600","5000","0","1908","0.84","2818","1","347","426","1"
"601","5000","0","1914","0.8","2740","0","343","426","0"
"602","5000","0","1880","0.81","2680","1","370","426","1"
"603","5000","0","1917","0.84","2874","0","303","426","0"
"604","5000","0","1900","0.81","2750","1","331","426","1"
"605","5000","0","1892","0.82","2746","0","365","426","0"
"606","5000","0","1906","0.81","2736","1","357","426","1"
"607","5000","0","1920","0.81","2766","1","362","427","1"
"608","5000","0","1902","0.81","2726","1","358","427","1"
"609","5000","0","1905","0.78","2669","1","368","427","1"
"610","5000","0","1924","0.8","2742","0","363","427","0"
"611","5000","0","1904","0.81","2749","0","368","427","0"
"612","5000","0","1905","0.82","2739","0","356","427","0"
"613","5000","0","1891","0.81","2695","0","357","427","0"
"614","5000","0","1912","0.77","2687","0","336","428","0"
"615","5000","0","1902","0.83","2751","1","336","428","1"
"616","5000","0","1903","0.79","2765","0","365","428","0"
"617","5000","0","1903","0.8","2745","2","377","428","2"
"618","5000","0","1894","0.82","2711","1","372","429","1"
"619","5000","0","1902","0.81","2719","2","349","429","2"
"620","5000","0","1913","0.81","2776","0","356","429","0"
"621","5000","0","1900","0.8","2707","1","369","429","1"
"622","5000","0","1897","0.8","2712","2","357","429","2"
"623","5000","0","1893","0.84","2794","1","351","430","1"
"624","5000","0","1932","0.79","2722","0","332","430","0"
"625","5000","0","1899","0.83","2796","0","364","430","0"
"626","5000","0","1893","0.82","2783","1","346","430","1"
"627","5000","0","1899","0.8","2667","0","340","430","0"
"628","5000","0","1899","0.86","2879","1","372","430","1"
"629","5000","0","1889","0.81","2702","1","338","430","1"
"630","5000","0","1905","0.8","2762","1","354","430","1"
"631","5000","0","1883","0.82","2732","0","370","430","0"
"632","5000","0","1887","0.79","2676","3","351","430","3"
"633","5000","0","1889","0.81","2732","2","365","430","2"
"634","5000","0","1918","0.8","2757","0","352","430","0"
"635","5000","0","1906","0.79","2721","0","340","430","0"
"636","5000","0","1889","0.81","2697","0","350","431","0"
"637","5000","0","1888","0.81","2691","0","351","431","0"
"638","5000","0","1912","0.8","2788","0","356","432","0"
"639","5000","0","1882","0.81","2668","1","356","432","1"
"640","5000","0","1910","0.82","2719","0","371","432","0"
"641","5000","0","1894","0.79","2681","0","387","432","0"
"642","5000","0","1878","0.82","2719","1","342","432","1"
"643","5000","0","1903","0.78","2640","0","385","432","0"
"644","5000","0","1911","0.79","2690","0","353","432","0"
"645","5000","0","1900","0.79","2669","1","345","432","1"
"646","5000","0","1911","0.83","2736","0","321","432","0"
"647","5000","0","1932","0.8","2744","0","361","432","0"
"648","5000","0","1926","0.78","2657","1","366","432","1"
"649","5000","0","1907","0.8","2742","1","356","432","1"
"650","5000","0","1900","0.8","2708","0","355","432","0"
"651","5000","0","1869","0.79","2642","0","347","432","0"
"652","5000","0","1903","0.81","2710","0","357","433","0"
"653","5000","0","1914","0.81","2780","2","373","433","2"
"654","5000","0","1883","0.79","2614","0","358","433","0"
"655","5000","0","1918","0.81","2774","0","352","433","0"
"656","5000","0","1912","0.81","2707","0","340","433","0"
"657","5000","0","1899","0.8","2712","0","323","434","0"
"658","5000","0","1903","0.79","2712","0","330","434","0"
"659","5000","0","1895","0.79","2634","0","372","434","0"
"660","5000","0","1916","0.81","2737","0","324","434","0"
"661","5000","0","1899","0.8","2693","0","346","434","0"
"662","5000","0","1918","0.78","2698","1","372","434","1"
"663","5000","0","1911","0.77","2697","0","367","434","0"
"664","5000","0","1894","0.79","2652","1","347","434","1"
"665","5000","0","1884","0.8","2664","1","364","435","1"
"666","5000","0","1900","0.8","2708","0","369","435","0"
"667","5000","0","1894","0.77","2687","0","361","436","0"
"668","5000","0","1899","0.82","2701","0","339","436","0"
"669","5000","0","1906","0.83","2809","0","332","436","0"
"670","5000","0","1908","0.79","2768","1","355","436","1"
"671","5000","0","1904","0.78","2623","0","345","436","0"
"672","5000","0","1913","0.8","2719","0","347","437","0"
"673","5000","0","1890","0.78","2687","0","367","437","0"
"674","5000","0","1920","0.8","2714","0","330","437","0"
"675","5000","0","1890","0.8","2699","0","350","437","0"
"676","5000","0","1899","0.8","2765","0","355","437","0"
"677","5000","0","1907","0.8","2650","0","345","438","0"
"678","5000","0","1887","0.78","2643","0","351","438","0"
"679","5000","0","1922","0.79","2715","1","372","439","1"
"680","5000","0","1905","0.78","2671","1","352","439","1"
"681","5000","0","1907","0.78","2685","0","368","440","0"
"682","5000","0","1908","0.79","2582","1","364","443","1"
"683","5000","0","1923","0.81","2762","1","335","444","1"
"684","5000","0","1912","0.81","2769","0","334","444","0"
"685","5000","0","1904","0.78","2654","0","353","444","0"
"686","5000","0","1905","0.81","2702","0","347","445","0"
"687","5000","0","1904","0.8","2763","0","379","446","0"
"688","5000","0","1881","0.76","2555","1","355","449","1"
"689","5000","0","1889","0.8","2690","0","366","449","0"
"690","5000","0","1899","0.79","2665","0","387","449","0"
"691","5000","0","1911","0.81","2753","0","326","450","0"
"692","5000","0","1894","0.82","2721","0","348","451","0"
"693","5000","0","1919","0.8","2716","0","346","453","0"
"694","5000","0","1900","0.75","2603","0","353","455","0"
"695","5000","0","1887","0.82","2719","0","362","455","0"
"696","5000","0","1917","0.8","2702","0","348","455","0"
"697","5000","0","1875","0.77","2601","0","337","455","0"
"698","5000","0","1888","0.81","2751","0","332","456","0"
"699","5000","0","1910","0.82","2744","0","341","457","0"
"700","5000","0","1890","0.77","2627","0","356","457","0"
"701","5000","0","1921","0.77","2628","1","339","457","1"
"702","5000","0","1903","0.79","2679","0","328","457","0"
"703","5000","0","1900","0.79","2660","0","359","458","0"
"704","5000","0","1904","0.82","2716","0","358","460","0"
"705","5000","0","1907","0.79","2699","0","344","460","0"
"706","5000","0","1901","0.79","2674","0","344","461","0"
"707","5000","0","1899","0.8","2751","1","370","462","1"
"708","5000","0","1903","0.76","2628","0","369","462","0"
"709","5000","0","1870","0.78","2682","2","388","462","2"
"710","5000","0","1884","0.84","2748","0","328","463","0"
"711","5000","0","1906","0.79","2649","0","344","463","0"
"712","5000","0","1911","0.81","2786","0","359","463","0"
"713","5000","0","1910","0.78","2670","0","366","464","0"
"714","5000","0","1886","0.78","2639","1","365","465","1"
"715","5000","0","1909","0.79","2687","0","361","465","0"
"716","5000","0","1933","0.82","2819","0","338","465","0"
"717","5000","0","1888","0.8","2725","0","351","465","0"
"718","5000","0","1892","0.79","2672","0","329","467","0"
"719","5000","0","1895","0.8","2711","1","332","467","1"
"720","5000","0","1922","0.79","2702","0","361","469","0"
"721","5000","0","1896","0.8","2698","0","312","469","0"
"722","5000","0","1902","0.79","2661","0","368","469","0"
"723","5000","0","1896","0.77","2650","0","346","469","0"
"724","5000","0","1900","0.83","2751","0","356","469","0"
"725","5000","0","1903","0.83","2805","0","346","471","0"
"726","5000","0","1917","0.8","2759","1","325","472","1"
"727","5000","0","1918","0.78","2692","0","349","472","0"
"728","5000","0","1917","0.79","2710","0","342","472","0"
"729","5000","0","1927","0.79","2689","0","337","473","0"
"730","5000","0","1908","0.82","2748","1","388","473","1"
"731","5000","0","1891","0.78","2626","0","347","475","0"
"732","5000","0","1904","0.77","2601","0","388","476","0"
"733","5000","0","1878","0.8","2703","0","350","476","0"
"734","5000","0","1895","0.79","2729","1","331","476","1"
"735","5000","0","1902","0.81","2767","0","336","476","0"
"736","5000","0","1920","0.77","2742","0","371","476","0"
"737","5000","0","1907","0.79","2768","0","349","477","0"
"738","5000","0","1882","0.78","2630","0","363","477","0"
"739","5000","0","1913","0.77","2639","0","319","477","0"
"740","5000","0","1896","0.8","2716","0","374","477","0"
"741","5000","0","1882","0.8","2702","0","355","477","0"
"742","5000","0","1889","0.74","2562","1","391","477","1"
"743","5000","0","1908","0.79","2654","0","339","477","0"
"744","5000","0","1877","0.8","2678","0","377","477","0"
"745","5000","0","1892","0.78","2669","0","376","477","0"
"746","5000","0","1890","0.83","2752","0","346","478","0"
"747","5000","0","1918","0.78","2622","0","369","478","0"
"748","5000","0","1905","0.8","2713","0","369","479","0"
"749","5000","0","1906","0.8","2693","0","370","479","0"
"750","5000","0","1889","0.82","2718","0","366","479","0"
"751","5000","0","1911","0.78","2723","1","368","479","1"
"752","5000","0","1899","0.82","2744","0","349","479","0"
"753","5000","0","1909","0.8","2717","0","347","479","0"
"754","5000","0","1905","0.77","2642","1","351","479","1"
"755","5000","0","1908","0.8","2704","0","353","481","0"
"756","5000","0","1897","0.77","2615","0","330","481","0"
"757","5000","0","1889","0.8","2676","0","377","481","0"
"758","5000","0","1895","0.76","2566","0","344","481","0"
"759","5000","0","1909","0.77","2663","0","318","481","0"
"760","5000","0","1909","0.82","2764","0","356","481","0"
"761","5000","0","1894","0.77","2599","0","372","481","0"
"762","5000","0","1913","0.81","2699","0","345","481","0"
"763","5000","0","1908","0.77","2610","0","346","482","0"
"764","5000","0","1882","0.78","2640","0","350","482","0"
"765","5000","0","1905","0.77","2692","1","357","482","1"
"766","5000","0","1893","0.78","2630","0","346","482","0"
"767","5000","0","1901","0.81","2714","0","327","483","0"
"768","5000","0","1897","0.78","2650","0","346","484","0"
"769","5000","0","1903","0.79","2694","0","348","484","0"
"770","5000","0","1908","0.79","2714","1","351","484","1"
"771","5000","0","1921","0.82","2829","0","351","484","0"
"772","5000","0","1881","0.83","2725","1","407","484","1"
"773","5000","0","1898","0.79","2688","0","358","484","0"
"774","5000","0","1908","0.8","2737","0","376","484","0"
"775","5000","0","1901","0.79","2683","0","354","484","0"
"776","5000","0","1899","0.78","2616","1","347","486","1"
"777","5000","0","1903","0.79","2701","0","344","486","0"
"778","5000","0","1919","0.81","2709","0","348","486","0"
"779","5000","0","1893","0.8","2674","0","375","486","0"
"780","5000","0","1873","0.78","2633","0","369","486","0"
"781","5000","0","1907","0.8","2728","0","367","486","0"
"782","5000","0","1897","0.79","2591","0","363","486","0"
"783","5000","0","1879","0.81","2711","0","374","487","0"
"784","5000","0","1905","0.8","2692","0","378","488","0"
"785","5000","0","1918","0.79","2713","0","361","488","0"
"786","5000","0","1900","0.79","2654","0","391","488","0"
"787","5000","0","1904","0.79","2690","0","341","488","0"
"788","5000","0","1892","0.83","2724","1","362","488","1"
"789","5000","0","1908","0.78","2701","0","354","488","0"
"790","5000","0","1892","0.77","2658","0","365","488","0"
"791","5000","0","1913","0.79","2709","0","338","488","0"
"792","5000","0","1903","0.79","2687","1","364","488","1"
"793","5000","0","1929","0.8","2769","0","337","488","0"
"794","5000","0","1882","0.8","2751","0","372","488","0"
"795","5000","0","1922","0.78","2732","1","358","488","1"
"796","5000","0","1899","0.79","2651","0","372","488","0"
"797","5000","0","1913","0.78","2666","0","327","489","0"
"798","5000","0","1905","0.76","2599","0","326","489","0"
"799","5000","0","1915","0.76","2602","0","375","489","0"
"800","5000","0","1893","0.81","2695","1","381","491","1"
"801","5000","0","1897","0.81","2706","0","348","491","0"
"802","5000","0","1891","0.8","2719","0","375","491","0"
"803","5000","0","1935","0.78","2664","0","331","492","0"
"804","5000","0","1900","0.76","2610","0","390","492","0"
"805","5000","0","1888","0.8","2683","0","396","492","0"
"806","5000","0","1927","0.8","2763","0","318","492","0"
"807","5000","0","1896","0.79","2733","0","374","493","0"
"808","5000","0","1913","0.82","2755","0","384","494","0"
"809","5000","0","1895","0.79","2693","0","358","495","0"
"810","5000","0","1907","0.76","2630","0","399","495","0"
"811","5000","0","1891","0.81","2752","0","346","495","0"
"812","5000","0","1912","0.79","2702","0","402","495","0"
"813","5000","0","1890","0.81","2721","0","367","495","0"
"814","5000","0","1929","0.76","2680","1","359","495","1"
"815","5000","0","1873","0.81","2736","0","345","495","0"
"816","5000","0","1902","0.78","2664","2","334","495","2"
"817","5000","0","1899","0.77","2651","0","367","495","0"
"818","5000","0","1916","0.79","2730","0","363","495","0"
"819","5000","0","1879","0.75","2590","0","377","495","0"
"820","5000","0","1872","0.83","2698","0","335","495","0"
"821","5000","0","1913","0.76","2652","0","373","495","0"
"822","5000","0","1889","0.82","2725","0","354","495","0"
"823","5000","0","1922","0.8","2779","0","371","495","0"
"824","5000","0","1904","0.78","2686","1","353","495","1"
"825","5000","0","1903","0.78","2671","0","362","495","0"
"826","5000","0","1914","0.78","2660","0","346","496","0"
"827","5000","0","1894","0.79","2652","0","395","496","0"
"828","5000","0","1898","0.81","2698","0","368","496","0"
"829","5000","0","1905","0.79","2747","0","355","496","0"
"830","5000","0","1902","0.82","2752","0","376","496","0"
"831","5000","0","1916","0.76","2619","0","367","497","0"
"832","5000","0","1905","0.79","2663","1","352","497","1"
"833","5000","0","1911","0.78","2712","0","366","497","0"
"834","5000","0","1907","0.79","2691","0","376","497","0"
"835","5000","0","1892","0.76","2594","0","369","497","0"
"836","5000","0","1909","0.81","2700","0","343","497","0"
"837","5000","0","1872","0.78","2604","1","355","497","1"
"838","5000","0","1906","0.8","2704","0","376","497","0"
"839","5000","0","1875","0.77","2623","0","356","497","0"
"840","5000","0","1883","0.76","2581","0","381","497","0"
"841","5000","0","1891","0.79","2642","0","346","497","0"
"842","5000","0","1896","0.82","2752","0","357","497","0"
"843","5000","0","1915","0.78","2704","0","324","497","0"
"844","5000","0","1908","0.79","2665","0","353","497","0"
"845","5000","0","1919","0.8","2719","0","354","497","0"
"846","5000","0","1899","0.78","2674","1","376","497","1"
"847","5000","0","1901","0.76","2657","0","370","497","0"
"848","5000","0","1923","0.78","2650","0","353","497","0"
"849","5000","0","1913","0.78","2724","0","348","497","0"
"850","5000","0","1907","0.8","2682","1","348","498","1"
"851","5000","0","1909","0.78","2723","0","364","498","0"
"852","5000","0","1906","0.8","2621","0","375","498","0"
"853","5000","0","1897","0.78","2652","0","355","498","0"
"854","5000","0","1917","0.76","2620","0","371","498","0"
"855","5000","0","1900","0.81","2747","0","369","498","0"
"856","5000","0","1902","0.79","2633","0","346","498","0"
"857","5000","0","1888","0.79","2663","0","375","498","0"
"858","5000","0","1895","0.77","2621","0","356","498","0"
"859","5000","0","1921","0.78","2633","0","387","498","0"
"860","5000","0","1920","0.8","2739","0","356","498","0"
"861","5000","0","1917","0.8","2746","0","351","498","0"
"862","5000","0","1888","0.8","2701","1","390","498","1"
"863","5000","0","1897","0.79","2710","0","367","498","0"
"864","5000","0","1889","0.75","2607","0","374","498","0"
"865","5000","0","1918","0.78","2703","0","357","498","0"
"866","5000","0","1918","0.77","2698","0","354","499","0"
"867","5000","0","1889","0.81","2714","0","321","499","0"
"868","5000","0","1908","0.76","2621","0","368","499","0"
"869","5000","0","1904","0.8","2735","1","342","499","1"
"870","5000","0","1901","0.8","2767","0","362","499","0"
"871","5000","0","1909","0.78","2670","1","328","499","1"
"872","5000","0","1912","0.78","2704","1","326","499","1"
"873","5000","0","1893","0.8","2693","0","375","500","0"
"874","5000","0","1886","0.76","2638","0","367","500","0"
"875","5000","0","1896","0.79","2684","0","322","500","0"
"876","5000","0","1915","0.81","2728","0","333","501","0"
"877","5000","0","1916","0.78","2658","0","385","501","0"
"878","5000","0","1887","0.77","2617","0","382","501","0"
"879","5000","0","1912","0.78","2648","0","370","501","0"
"880","5000","0","1921","0.76","2619","0","383","501","0"
"881","5000","0","1872","0.77","2595","0","361","501","0"
"882","5000","0","1889","0.77","2585","0","377","501","0"
"883","5000","0","1901","0.8","2696","0","356","501","0"
"884","5000","0","1914","0.76","2649","0","333","501","0"
"885","5000","0","1882","0.79","2712","0","371","501","0"
"886","5000","0","1899","0.75","2637","1","369","501","1"
"887","5000","0","1917","0.81","2729","0","352","501","0"
"888","5000","0","1892","0.79","2622","0","358","501","0"
"889","5000","0","1896","0.76","2563","0","350","501","0"
"890","5000","0","1916","0.73","2551","0","342","502","0"
"891","5000","0","1906","0.8","2696","0","320","502","0"
"892","5000","0","1890","0.77","2587","0","344","502","0"
"893","5000","0","1903","0.78","2632","0","374","502","0"
"894","5000","0","1912","0.78","2699","0","361","502","0"
"895","5000","0","1901","0.78","2669","0","385","502","0"
"896","5000","0","1880","0.79","2638","0","366","502","0"
"897","5000","0","1916","0.81","2708","0","364","502","0"
"898","5000","0","1885","0.8","2716","0","376","502","0"
"899","5000","0","1904","0.78","2681","0","334","504","0"
"900","5000","0","1899","0.77","2665","0","332","504","0"
"901","5000","0","1918","0.77","2698","0","367","504","0"
"902","5000","0","1925","0.75","2665","0","334","504","0"
"903","5000","0","1906","0.76","2562","0","349","504","0"
"904","5000","0","1902","0.76","2567","0","355","505","0"
"905","5000","0","1907","0.77","2660","0","366","505","0"
"906","5000","0","1871","0.78","2618","0","339","505","0"
"907","5000","0","1907","0.77","2616","0","333","506","0"
"908","5000","0","1895","0.76","2590","0","371","506","0"
"909","5000","0","1904","0.78","2670","0","349","506","0"
"910","5000","0","1907","0.78","2692","0","365","506","0"
"911","5000","0","1894","0.8","2689","0","378","506","0"
"912","5000","0","1896","0.8","2755","0","359","506","0"
"913","5000","0","1912","0.74","2561","0","359","506","0"
"914","5000","0","1905","0.75","2628","0","364","506","0"
"915","5000","0","1893","0.77","2663","1","384","506","1"
"916","5000","0","1917","0.77","2674","0","378","506","0"
"917","5000","0","1912","0.78","2681","0","365","506","0"
"918","5000","0","1905","0.8","2714","0","362","506","0"
"919","5000","0","1908","0.79","2636","0","361","506","0"
"920","5000","0","1897","0.78","2680","0","336","506","0"
"921","5000","0","1894","0.78","2723","1","352","507","1"
"922","5000","0","1920","0.78","2721","0","353","507","0"
"923","5000","0","1871","0.75","2560","0","347","507","0"
"924","5000","0","1888","0.75","2509","0","356","507","0"
"925","5000","0","1881","0.78","2644","0","368","507","0"
"926","5000","0","1882","0.78","2594","0","382","508","0"
"927","5000","0","1910","0.79","2664","0","340","508","0"
"928","5000","0","1885","0.76","2588","0","370","508","0"
"929","5000","0","1883","0.8","2643","0","364","508","0"
"930","5000","0","1895","0.77","2642","0","379","508","0"
"931","5000","0","1921","0.79","2658","0","374","508","0"
"932","5000","0","1896","0.75","2583","0","389","508","0"
"933","5000","0","1897","0.77","2601","0","388","509","0"
"934","5000","0","1911","0.79","2727","0","370","509","0"
"935","5000","0","1878","0.79","2619","0","375","509","0"
"936","5000","0","1900","0.8","2682","0","373","509","0"
"937","5000","0","1924","0.78","2687","1","361","509","1"
"938","5000","0","1905","0.78","2689","0","375","509","0"
"939","5000","0","1911","0.81","2725","0","357","509","0"
"940","5000","0","1904","0.8","2704","0","368","509","0"
"941","5000","0","1901","0.78","2670","0","344","509","0"
"942","5000","0","1895","0.77","2631","0","371","509","0"
"943","5000","0","1885","0.79","2613","0","376","509","0"
"944","5000","0","1900","0.78","2632","0","362","509","0"
"945","5000","0","1924","0.8","2721","0","354","510","0"
"946","5000","0","1910","0.79","2707","0","331","510","0"
"947","5000","0","1921","0.8","2688","0","385","510","0"
"948","5000","0","1895","0.75","2553","0","338","510","0"
"949","5000","0","1906","0.78","2697","1","334","511","1"
"950","5000","0","1905","0.78","2665","0","379","511","0"
"951","5000","0","1893","0.8","2703","0","353","511","0"
"952","5000","0","1904","0.77","2634","0","365","511","0"
"953","5000","0","1893","0.78","2661","0","373","511","0"
"954","5000","0","1922","0.77","2670","0","358","511","0"
"955","5000","0","1877","0.76","2607","0","357","512","0"
"956","5000","0","1906","0.77","2661","0","349","512","0"
"957","5000","0","1909","0.77","2656","0","364","513","0"
"958","5000","0","1916","0.77","2645","0","358","513","0"
"959","5000","0","1921","0.8","2681","0","341","513","0"
"960","5000","0","1925","0.77","2661","0","394","513","0"
"961","5000","0","1900","0.81","2700","0","340","513","0"
"962","5000","0","1928","0.77","2632","0","329","513","0"
"963","5000","0","1908","0.78","2665","0","375","513","0"
"964","5000","0","1909","0.77","2634","0","343","513","0"
"965","5000","0","1905","0.79","2609","0","374","513","0"
"966","5000","0","1915","0.81","2796","0","344","513","0"
"967","5000","0","1922","0.79","2661","0","355","513","0"
"968","5000","0","1932","0.78","2771","0","346","513","0"
"969","5000","0","1907","0.76","2648","0","346","514","0"
"970","5000","0","1909","0.79","2670","0","363","514","0"
"971","5000","0","1891","0.79","2735","0","362","515","0"
"972","5000","0","1898","0.75","2588","0","359","515","0"
"973","5000","0","1899","0.75","2584","0","380","515","0"
"974","5000","0","1902","0.79","2714","0","358","515","0"
"975","5000","0","1907","0.78","2715","0","363","515","0"
"976","5000","0","1910","0.76","2631","0","344","515","0"
"977","5000","0","1911","0.77","2681","0","361","515","0"
"978","5000","0","1895","0.77","2617","0","386","515","0"
"979","5000","0","1897","0.77","2621","0","392","515","0"
"980","5000","0","1914","0.76","2711","0","368","515","0"
"981","5000","0","1897","0.75","2603","0","338","515","0"
"982","5000","0","1878","0.8","2634","0","377","515","0"
"983","5000","0","1905","0.75","2591","0","366","515","0"
"984","5000","0","1916","0.77","2647","0","352","515","0"
"985","5000","0","1887","0.78","2637","0","391","515","0"
"986","5000","0","1905","0.78","2661","0","354","516","0"
"987","5000","0","1921","0.78","2653","0","359","516","0"
"988","5000","0","1896","0.74","2616","0","369","516","0"
"989","5000","0","1896","0.79","2698","0","372","516","0"
"990","5000","0","1913","0.81","2791","0","363","517","0"
"991","5000","0","1907","0.8","2737","1","370","517","1"
"992","5000","0","1877","0.78","2637","0","323","518","0"
"993","5000","0","1894","0.8","2698","0","366","518","0"
"994","5000","0","1901","0.78","2674","0","356","518","0"
"995","5000","0","1877","0.79","2656","0","376","518","0"
"996","5000","0","1912","0.78","2694","0","345","518","0"
"997","5000","0","1893","0.78","2649","0","383","518","0"
"998","5000","0","1888","0.78","2595","0","370","519","0"
"999","5000","0","1870","0.78","2648","0","356","519","0"
"1000","5000","0","1913","0.77","2660","0","390","519","0"
"1001","5000","0","1890","0.82","2749","0","349","519","0"
"1002","5000","0","1902","0.76","2623","0","376","520","0"
"1003","5000","0","1922","0.77","2679","0","341","520","0"
"1004","5000","0","1911","0.8","2714","0","364","520","0"
"1005","5000","0","1911","0.77","2685","0","364","520","0"
"1006","5000","0","1884","0.78","2654","0","362","520","0"
"1007","5000","0","1909","0.77","2693","0","362","520","0"
"1008","5000","0","1894","0.76","2696","0","349","520","0"
"1009","5000","0","1905","0.8","2723","0","374","520","0"
"1010","5000","0","1894","0.79","2733","0","372","521","0"
"1011","5000","0","1900","0.78","2713","0","390","521","0"
"1012","5000","0","1897","0.75","2616","1","345","521","1"
"1013","5000","0","1913","0.8","2775","0","365","521","0"
"1014","5000","0","1905","0.77","2639","0","358","523","0"
"1015","5000","0","1898","0.77","2639","0","327","523","0"
"1016","5000","0","1904","0.77","2638","0","359","523","0"
"1017","5000","0","1894","0.79","2702","0","362","524","0"
"1018","5000","0","1904","0.78","2685","0","354","524","0"
"1019","5000","0","1909","0.77","2705","0","377","524","0"
"1020","5000","0","1896","0.77","2639","0","376","524","0"
"1021","5000","0","1886","0.77","2605","0","375","524","0"
"1022","5000","0","1893","0.81","2662","0","370","524","0"
"1023","5000","0","1903","0.76","2680","0","370","524","0"
"1024","5000","0","1905","0.79","2701","0","335","525","0"
"1025","5000","0","1889","0.79","2716","0","367","525","0"
"1026","5000","0","1916","0.77","2625","0","377","526","0"
"1027","5000","0","1919","0.75","2631","0","365","527","0"
"1028","5000","0","1899","0.77","2654","0","354","529","0"
"1029","5000","0","1923","0.76","2625","0","376","529","0"
"1030","5000","0","1881","0.78","2597","0","356","529","0"
"1031","5000","0","1887","0.77","2595","0","396","530","0"
"1032","5000","0","1898","0.76","2547","0","383","530","0"
"1033","5000","0","1895","0.82","2775","0","401","530","0"
"1034","5000","0","1894","0.77","2626","0","360","531","0"
"1035","5000","0","1908","0.76","2667","0","398","531","0"
